"('Canadian Pacific Telegraph', 100)",('Canadian Pacific Telegraph,100,"('Canadian Pacific Hotels', 82)","('Canadian Pacific Hotels', 82)","('Canadian Pacific Hotels', 82)"
"('Campbell', 100)",('Campbell Studio,100,"('Bidwell Studio', 76)","('Jen Jen Studio', 75)","('Taber Studio', 74)"
"('Campbell', 100)","('Campbell, Alexander",100,"('Campbell Studio', 70)","('Cumyow, Won Alexander', 67)","('Fraser, James Alexander', 67)"
"('Campbell', 100)","('Campbell-Johnston, Amy E.C.",100,"('Johnston, J.R.Y.', 73)","('Campbell Studio', 70)","('Campbell, Alexander', 62)"
"('Campbell', 100)","(""Campbell's Art Gallery",100,"('Campbell Studio', 70)","('Campbell, Alexander', 65)","('Campbell-Johnston, Amy E.C.', 60)"
"('Canada', 100)",('Air Canada,100,"('Asia Pacific Foundation of Canada', 100)","('Government of Canada. Board of Conciliation and Investigation. ', 100)","('Canada. Board of Transport Commissioners', 100)"
"('Canada', 100)",('Canada,100,"('Canada Post', 100)","('Air Canada', 75)","('Asia Pacific Foundation of Canada', 71)"
"('Canada', 100)",('Canada,100,"('Canada. British Columbia. Department of Lands', 100)","('Canada. Department of Marine', 85)","('Province of British Columbia', 81)"
"('Canada', 100)",('Canada,100,"(""Canada. British Columbia. Provincial Secretary's Office"", 100)","('British Columbia Audit Office', 88)","('Tourism British Columbia', 80)"
"('Canada', 100)",('Canada,100,"('Canada. Department of Agriculture', 100)","('Canada. Department of Marine', 85)","('Canada. British Columbia. Department of Lands', 77)"
"('Canada', 100)",('Canada,100,"('Canada. Department of Marine', 100)","('Canada. British Columbia. Department of Lands', 85)","('Canada. Department of Agriculture', 85)"
"('Canada', 100)",('Canada,100,"('Canada. Department of Public Works', 100)","('Canada. Department of Marine', 85)","('Canada. Department of Agriculture', 77)"
"('Canada', 100)",('Canada,100,"('Canada. Department of Railways and Canals', 100)","('Canada. Department of Marine', 85)","('Dominion of Canada. Minister of Railways and Canals', 84)"
"('Canada', 100)",('Canada,100,"('Canada. Department of the Interior. Immigration Branch. Controll', 100)","('Canada. Department of Marine', 85)","('Canada. Immigration Service', 82)"
"('Canada', 100)",('Canada,100,"('Canada. Department of Trade and Commerce. Dominion Bureau of Statistics. Transportation Branch', 100)","('Canada. Department of Marine', 85)","('Canada. Department of Agriculture', 77)"
"('Canada', 100)",('Canada,100,"('Canada. Governor General (1872-1878: Dufferin)', 100)","('Air Canada', 75)","('Canada Post', 71)"
"('Canada', 100)",('Canada,100,"('Canada. Immigration Service', 100)","('Government of Canada. Department of Immigration and Colonization. Chinese Immigration Service. ', 100)","('Canada. Department of the Interior. Immigration Branch. Controll', 82)"
"('Canada', 100)",('Canada,100,"('Canada. Legislature. Legislative Assembly', 100)","('Air Canada', 75)","('Canada Post', 71)"
"('Canada', 100)",('Canada,100,"('Canada. Ministry of Labour', 100)","('Air Canada', 75)","('Canada Post', 71)"
"('Canada', 100)",('Canada,100,"('Canada. Parliament', 100)","('Air Canada', 75)","('Canada Post', 71)"
"('Canada', 100)",('Canada,100,"('Canada. Privy Council', 100)","('Air Canada', 75)","('Canada Post', 71)"
"('Canada', 100)",('Canada,100,"('Canada. Royal Commissions', 100)","('Air Canada', 75)","('Canada Post', 71)"
"('Canadian Australasian Line', 100)",('Canadian Australasian Line,100,"('Canadian Australasian Line', 100)","('Canadian Grocer', 70)","('Chinese Canadian Association', 70)"
"('Union Steam Ship Company of New Zealand Limited', 100)",('Union Steam Ship Company of New Zealand Limited,100,"('Union Steam Ship Company of New Zealand Limited', 100)","('Union Steam Ship Company of New Zealand Limited', 100)","('Union Steam Ship Company of New Zealand Limited', 100)"
"('Canadian National Railway Company', 100)",('Canadian National Railway Company,100,"('Canadian National Railway Company', 100)","('Canadian National Railway Company', 100)","('Canadian National Railway Company', 100)"
"('Canadian National Railway Company', 100)",('Canadian National Railway Company,100,"('Canadian National Railway Company', 100)","('Canadian National Railway Company', 100)","('Canadian National Railway Company', 100)"
"('Canadian National Railway Company', 100)",('Canadian National Railway Company,100,"('Canadian National Railway Company', 100)","('Canadian National Railway Company', 100)","('Canadian National Railway Company', 100)"
"('Canadian National Railway Company', 100)",('Canadian National Railway Company,100,"('Canadian National Railway Company', 100)","('Canadian National Railway Company', 100)","('Canadian National Railway Company', 100)"
"('Canadian National Railway Company', 100)",('Canadian National Railway Company,100,"('Canadian National Railway Company', 100)","('Canadian National Railway Company', 100)","('Canadian National Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Air Lines', 100)",('Canadian Pacific Air Lines,100,"('Canadian Pacific Air Lines', 100)","('Canadian Pacific Hotels', 82)","('Canadian Pacific Hotels', 82)"
"('Canadian Pacific Air Lines', 100)",('Canadian Pacific Air Lines,100,"('Canadian Pacific Air Lines', 100)","('Canadian Pacific Hotels', 82)","('Canadian Pacific Hotels', 82)"
"('Canadian Pacific Air Lines', 100)",('Canadian Pacific Air Lines,100,"('Canadian Pacific Air Lines', 100)","('Canadian Pacific Hotels', 82)","('Canadian Pacific Hotels', 82)"
"('Canadian Pacific Express Company', 100)",('Canadian Pacific Express Company,100,"('Canadian Pacific Express Company', 100)","('Canadian Pacific Railway Company', 86)","('Canadian Pacific Steamship Company', 86)"
"('Canadian Pacific Express Company', 100)",('Canadian Pacific Express Company,100,"('Canadian Pacific Express Company', 100)","('Canadian Pacific Railway Company', 86)","('Canadian Pacific Steamship Company', 86)"
"('Canadian Pacific Express Company', 100)",('Canadian Pacific Express Company,100,"('Canadian Pacific Express Company', 100)","('Canadian Pacific Railway Company', 86)","('Canadian Pacific Steamship Company', 86)"
"('Canadian Pacific Hotels', 100)",('Canadian Pacific Hotels,100,"('Canadian Pacific Hotels', 100)","('Canadian Pacific Railway Company. Canadian Pacific Hotels. Hotel Vancouver', 100)","('Canadian Pacific Railway Company', 82)"
"('Canadian Pacific Hotels', 100)",('Canadian Pacific Hotels,100,"('Canadian Pacific Hotels', 100)","('Canadian Pacific Railway Company. Canadian Pacific Hotels. Hotel Vancouver', 100)","('Canadian Pacific Railway Company', 82)"
"('Canadian Pacific Hotels', 100)",('Canadian Pacific Hotels,100,"('Canadian Pacific Hotels', 100)","('Canadian Pacific Railway Company. Canadian Pacific Hotels. Hotel Vancouver', 100)","('Canadian Pacific Railway Company', 82)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Limited', 100)",('Canadian Pacific Limited,100,"('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)","('Canadian Pacific Limited', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
"('Canadian Pacific Railway Company', 100)",('Canadian Pacific Railway Company,100,"('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)","('Canadian Pacific Railway Company', 100)"
